,content,rating
85,"Andrea Scanzi, volto televisivo e teatrale, giornalista da vent'anni o giù di lì, ego ipertrofico senza narcisismo (o forse solo il giusto) e fan a livelli liturgici dei Pink Floyd di Waters (probabilmente la sua qualità migliore), durante quell'inferno psicologico e non solo che è stato il ""lockdown"" per la pandemia da CoViD-19 ha trasmesso su Facebook, dapprima alle 18:30 poi intorno alle 19:00 (mai puntuale ma si sa, gli artisti son così...), le sue ""dirette"" quasi quotidiane, poi divenute ufficialmente ""ScanziLive"", il cui pubblico è cresciuto a ritmi sorprendenti fino a toccare la vetta di centomila spettatori in contemporanea, tipo i Genesis a Knebworth nel 1978. Questo libro è per certi versi un riassunto, stringato e a macchia di leopardo, di quell'esperienza: da un'uscita poco felice del 25 febbraio, in cui Scanzi - come tanti altri ben più autorevoli di lui - sottovalutò l'epidemia e per la quale si è scusato fino allo sfinimento (ma per i suoi detrattori era ormai tardi, tanto che dopo mesi ne cianciano ancora nel tipico riflesso pavloviano stile Marò-Bibbiano-Foibe) fino alla cosiddetta ""fase 3"" della riapertura, gravida di ben più subdole incognite che non la semplice paura di morire per un male assurdo. Andrea ha rappresentato per molti italiani, compreso il sottoscritto, un appuntamento quotidiano fisso e immancabile, una compagnia talvolta scomoda, spesso esilarante, sempre in qualche modo affettuosa nella sua schiettezza aretina e nei suoi modi da bischero, metà giullare e metà Cicerone nelle Catilinarie. La sua satira, i suoi commenti politici senza sconti in ogni direzione si riflettono anche in questo nuovo libretto, che si divora in due ore e che - anche e sopratutto a chi non ha seguito le ""dirette"" - offre spunti divertenti, dosati in comode pillole, quasi un'antologia di piccoli editoriali, nello stile ormai consolidato dell'autore. Poiché considero senz'altro vana la speranza di incontrare Andrea di persona e nerdeggiare per ore con lui di Pompei e ""The Gunner's Dream"" davanti a uno dei millemila vini della sua cantina (mitica quasi quanto la cuccia di Snoopy, quella col biliardo e il Van Gogh), acquistare questo suo nuovo libro nel giorno stesso della pubblicazione è il mio piccolo e inadeguato modo per ringraziarlo di avermi reso tre mesi di isolamento - pure quello molto Watersiano, in fondo - un po' meno insopportabili. Buona vita, Andrè. E grazie ancora.",5
86,"Letto tutto e scorre fluidamente come ""Il Cazzaro Verde"". I leggititolisti lo attaccheranno (e lo staranno già facendo) per l'errore che fece a fine Febbraio, errore che facemmo tutti, quindi si apprezza anche la sua autocritica nero su bianco. Tra risate ed altre risate un po' più amare, Scanzi sa descrivere perfettamente le situazioni surreali ed imbarazzanti in cui ci troviamo nella vita di tutti i giorni. Lo definirei un diario per i posteri. Quando mio nipote mi chiederà cosa sia accaduto in questo momento storico, questo sarà il libro perfetto per fargli capire quanti geni ci fossero a caricare una situazione già drammatica per conto suo. Mi permetto di suggerire ironicamente a Scanzi il terzo ed ultimo capitolo: La Caduta dei Cazzari, per chiudere il cerchio in una trilogia mitologica che richiama il fuoco della mano sinistra nello Studio op 20 N.12 di Chopin, noto appunto come La Caduta di Varsavia. Seguo Scanzi dal 2014 e spero di vederlo anche in uno dei suoi spettacoli. In bocca al lupo, Andrea. Grazie per averci accompagnato con le tue dirette in questi mesi durissimi. Adriano Maria Maiello",5
87,"Dopo tre mesi passati ad ascoltare le dirette serali di Andrea Scanzi su FB , mi è sembrato normale acquistare il libro. Una sintesi perfetta di cosa abbiamo vissuto e a volte... subito. Avevamo visto tutto o quasi (una pandemia non potevamo nemmeno immaginarla se non guardando film come Contagion), ma rileggere i passaggi, rivedersi attenti a tutti i bollettini, riprovare lo stesso dolore per i tanti morti, è stato come guardare un cortometraggio intriso di immagini, sensazioni, colori cupi ed esileranti situazioni che in questa immensa tragedia, hanno evidenziato tutte le sfumature del vivere. Tutti o quasi tutti i protagonisti vengono riprodotti nella loro ""umanità"" e Scanzi è davvero fantatisco nel farlo con una semplicità disarmante. Non ve lo dico, ma sono sicuro che acquisterete questo libro, fosse solo perchè ritroverete un pezzo di voi all'interno di quelle pagine. Grazie Andrea.",5
88,"scorrevole, dissacrante, reale... come è reale tutto ciò che abbiamo vissuto in questi folli mesi... l’ho letto in qualche ora, iniziando stamattina, intervallando la pausa pranzo e finendolo ora ora, sfruttando la fortuna di un terrazzo privato che ho sempre potuto usare dall’inizio delle belle giornate... come già sottolineato da qualcuno... leggerlo con in testa la voce di Andrea è stato ancora più avvincente... avevo perso tante dirette di personaggi, tante dichiarazioni e tante castronerie dette dai più. Tra i passaggi divertenti sicuramente la lista delle scuse dei denunciati durante la fase 1, che si sforzavano di trovare un senso al loro vuoto cosmico e cerebrale per l’italica e maggioritaria tendenza di vari italioti a rispettare regole e divieti. mi sono rispecchiata nel capitolo della sindrome della capanna, sono stata in isolamento preventivo senza sintomi, la mia migliore amica è stata positiva per 60 giorni, quando ci siamo riviste a malapena riuscivo a trattenere le lacrime, ma uscire di casa quando ho potuto farlo, è stata sì una liberazione, ma anche una forzatura del mio essere tendenzialmente ipocondriaca e scrupolosa. in più mettici che sono disoccupata da quasi 9 mesi. Ho voluto condividere anche la foto dell’ultimo capitolo, perché mi ha colpito parecchio, di buon senso ne vedo ancora molto poco in giro, ma l’importante è partire da se stessi. Grazie Andrea per questa sintesi di quarantena, l’ho finito così velocemente perché è stato come guardare un telefilm su netflix e a ogni capitolo cliccare subito sui tasti “prossimo episodio” e “salta intro”. Grazie davvero... - Silvia (Perugia)",5
89,"Dopo il ""Cazzato Verde"" ha voluto leggere anche questo ultimo libro di Andrea Scanzi,di cui ho seguito e seguo le dirette giornaliere.Leggere ancora una volta le malefatte di un'informazione grottesca e di una politica improntata solo sui propri bisogni,e sulle grandi incapacità,fa arrabbiare tanto chi è onesto e rispetta le regole. In un momento così doloroso e pesante la politica avrebbe dovuto fare quadrato e unirsi per supportare il paese e chi era più in difficoltà,ma purtroppo per l'ennesima volta ha dimostrato i propri enormi limiti e la grande ignoranza. È una lettura che riassumeoltre alle brutture, anche una serie di immagini che pochi dimenticheranno,quella lunga fila di camion pieni di bare è stato un dolore pesante per tutto il paese,con il pensiero e il cuore mi sono sentita vicina a chi aveva dovuto dire addio a chi amava solo con il pensiero,ho pensato alla solitudine di chi stava male e se ne stava andando senza lo sguardo amorevole dei propri affetti.  Ho sempre la speranza che questo dolore rimanga dentro il cuore di molti italiani,che ci indichi cosa d'avvero è importante e che merita di essere curato con attenzione. Ho pianto leggendo la lettera di quel nonno,ma ho anche ringraziato Dio che ai miei genitori tutto questo è stato risparmiato. In questo libro,oltre a tanti personaggi negativi,ho visto anche la parte bella di questo strampalato paese,quella sana,che ancora una volta non ci fa vergognare fino in fondo. Mi piacerebbe che Scanzi scrivesse un libro proprio su questo,su chi in questi mesi c'è stato per tutti noi,anche dietro a tute protettive,mascherine,o plexiglass,a chi ha dedicato del tempo agli altri gratuitamente.Insomma,alla parte bella dell'Italia,quella che c'è ma in silenzio,che non va in tv ogni tre per due a fare proclami o inveire contro questo o quello. Leggetelo,un libro insegna sempre qualcosa.",5
90,"Divorato in un boccone Ci si ritrova tutto il simpatico graffiante irriverente Scanzi che ci ha tenuto  ( e tiene) compagnia con le sue dirette  nelle serate di pandemia Penna  affilata ed arguta mi ha riportato alla mente il diario minimo di Eco È  un giro  sulle montagne russe  delle sensazioni, emozioni , timori, sdegni di un Giornalista ( G volutamente maiuscola) dalla specchiata onestà intellettuale  e che riesce ad andare oltre, nei mesi più bui della nostra storia recente.  Consigliatissimo",5
91,"Letto durante l'ennesimo turno notturno in ospedale;ha riepilogato,con toni umoristici sempre pronti a portare alla riflessione,i giorni maledetti dal 21 febbraio ad oggi. Ho molto apprezzato l'alternanza di capitoli di puri ""sfottò"" a coloro che hanno fatto di tutto per meritarseli,con capitoli di estrema sensibilità nei confronti di chi ha più subito questo periodo. Nel capitolo 57,Andrea,ha perfettamente fotografato il più grande disagio che noi infermieri,impegnati in reparti Covid,abbiamo vissuto. Ha fotografato,in poche righe,ciò che ci porteremo dentro per sempre:senso di impotenza,frustrazione,rabbia,e perchè no sensi di colpa,perchè col tempo si è visto che si poteva fare decisamente meglio;e non bastano 35 anni di servizio per placare certe angosce.",5
92,"Non è il libro più bello che sia mai stato scritto, neanche il più bello che abbia scritto Scanzi, ma è un libro speciale! Una fotografia lunga 3 mesi, 3 mesi che hanno cambiato per sempre la storia dell’umanità, anche se non ce ne siamo ancora resi conto! È un libro, ma diventerà un vecchio amico con cui bere un buon whisky fumando un Montecristo e con cui rivivere vecchi ricordi di quel periodo che ci cambiò per sempre!!! Grazie Andrea per essere stato un compagno di viaggio in questo mare inesplorato chiamato lockdown, un “amico” con cui confrontarsi nel proprio intimo e con le proprie paure. Grazie per averci fatto sorridere, piangere e sfogare.",5
93,"Se, come me, avete seguito ogni singola diretta di Scanzi, vi verrà automatico leggere questo libro con la sua voce che vi ronza nella testa. Vi consiglio ti tenere a portata di mano una matita o un evidenziatore per poter sottolineare quelle vere e proprie perle che contiene. Buona lettura.",5
94,"Nevica, a Jackson. C’è un clima freddo ma in qualche modo accogliente, figlio di un’umanità recuperata e che finalmente può abbracciare i cittadini del fiorente agglomerato urbano del Wyoming. Pub, negozi, lucernari, strade principali, secondarie e un clima festoso caratterizzano la vita quotidiana dei sopravvissuti; persone che hanno visto la morte, che la conoscono e che l’hanno in qualche modo sconfitta. Nel mondo di The Last of Us, la speranza e la ricerca della stessa è una costante, ancora di più da quando, anni dopo la conclusione del primo capitolo, la civiltà per come la conosciamo noi quasi non esiste più. Fuori dai confini sicuri della città tutto sta si sta putrefacendo, la vegetazione ha conquistato ciò che restava delle costruzioni in cemento e la viscida e subdola infezione che ha messo in ginocchio l’uomo pare ormai inarrestabile. Mutazioni terribili hanno caratterizzato l’evoluzione moderna del Cordyceps e al suo fianco il fiorire di gruppi “umani” terribilmente feroci, spietati, che hanno istituito la sopravvivenza ad ogni costo come dogma fondamentale delle loro società, amministrano ciò che rimane delle grandi metropoli. The Last of Us Parte 2 è indubbiamente un gioco ambizioso, forse il più importante mai sviluppato da Naughty Dog. Al suo interno, infatti, ci troviamo il dramma tipico del franchise, unito anche ad un “senso dell’avventura” ben noto ai fan della serie Uncharted. Attenzione, non sto dicendo che il titolo rappresenti un sunto delle due produzioni, quanto più che sia, di fatto, l’opera che rappresenti maggiormente lo studio. L’avventura di Ellie è infatti più vasta rispetto al primo capitolo ed infarcita di una serie di elementi che contribuiscono a tratteggiare un’esperienza di gioco più matura e completa sotto ogni aspetto. Una delle critiche mosse al primo The Last of Us, infatti, era proprio relativa al gameplay “monotono” e “poco approfondito”, per qualcuno addirittura anche “troppo facile”. Sette anni dopo l’inizio dell’epopea di Joel, Parte 2 si migliora in tutto: dal comparto narrativo, a quello puramente ludico. Ed è incredibile anche il suo comparto tecnico, capace di non mettere mai in crisi nemmeno una PS4 standard, che non singhiozza, non mostra perdite di frame e gestisce con orgoglio una mole poligonale e delle situazioni di gioco complesse senza andare in sofferenza anche quando glielo si potrebbe perdonare. Ogni secondo di gioco, inoltre, sarà scandito da una brutalità senza paragoni. The Last Of Us 2 è l’esperienza videoludica più intensa che abbia mai avuto il piacere di giocare. Lo è a livello mentale, ma anche fisico, con alcune sequenze davvero “forti”, capaci di lasciare il segno e obbligandomi ad interrompere la sessione di gameplay per qualche minuto, giusto il tempo di riprendere il fiato. Ad accrescere questa sensazione ci pensa un comparto tecnico sbalorditivo, capace di muovere un mondo di gioco caratterizzato in modo pazzesco e “mosso” da animazioni che sinceramente non avevo mai vista prima. Non parlo solo delle cut-scene, ma anche del “giocato”. Giocare con la telecamera per vedere le smorfie di Ellie mentre taglia la gola ad un WLF, per esempio, mette in luce quanto ho appena detto. Ma è solo un accenno di quello che TLOU Parte 2 ha da offrire. Non è un caso che arrivi a fine generazione, come il suo predecessore, e non è un caso che sia il canto del cigno di PlayStation 4. Naughty Dog si è spinta oltre, mettendo in scena uno spettacolo disarmante per bellezza, completezza ed intensità. Francamente, una produzione dal benchmark qualitativo forse senza precedenti, che può godere anche di un comparto narrativo degno dei migliori palcoscenici di Hollywood. La caratterizzazione degli ambienti poi rende tutto più vivido, tangibile e approfondito, grazie anche ad una serie di dettagli recuperabili dai vari manufatti opzionali che scendono nei dettagli di ciò che è successo, gettando nuova luce anche sul futuro prossimo. La fotografia, la colonna sonora (che meraviglia) le interpretazione in motion capture e il doppiaggio rispecchiano l’ambizione e i mezzi di uno studio che, di fronte ad una grande sfida e una grande responsabilità, ha realizzato il miglior prodotto possibile. The Last of Us Parte 2 non è solo il gioco più importante dell’anno, ma dell’intera generazione, è tutto dove dovrebbe essere, come dovrebbe essere, come speravo potesse essere. È, di fatto, il modo migliore per rendere onore all’incredibile generazione PS4, che si è resa protagonista di cult memorabili e che aggiunge alla sua raccolta uno di quei giochi destinati a diventare immortali. Voto: 10/10 Se la recensione ti è stata utile fammelo sapere mettendomi un ""UTILE"" qui sotto o rispondendo alle domande ""questa recensione ti è stata utile?"" Con un ""SI"". Grazie!",5
