"title","content","date","variant","images","verified","author","rating","product","url"
"Perfetto!","Gioco da paura! Amazon impeccabile, pre ordinato e arrivato il giorno stesso dell'uscita. Consigliatissimo","Recensito in Italia il 17 luglio 2020","Piattaforma: PlayStation 4 Edizione: Standard","","Yes","Ivan","5","Ghost of Tsushima - Standard - PlayStation 4","https://www.amazon.it/Ghost-Tsushima-Standard-PlayStation-4/product-reviews/B085K5S6S5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3
"
"Mai puntuali","Non acquisterò più giochi su amazon in pre-order...ormai è la quarta volta che mi assicurano che arriva il day one e invece puntualmente mi trovo sempre senza.. nn consiglio..","Recensito in Italia il 17 luglio 2020","Piattaforma: PlayStation 4 Edizione: Standard","","Yes","mirko","1","Ghost of Tsushima - Standard - PlayStation 4","https://www.amazon.it/Ghost-Tsushima-Standard-PlayStation-4/product-reviews/B085K5S6S5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3
"
"Bellissimo","Spedizione puntuale e gioco da paura!","Recensito in Italia il 17 luglio 2020","Piattaforma: PlayStation 4 Edizione: Standard","","Yes","Lorenzo","5","Ghost of Tsushima - Standard - PlayStation 4","https://www.amazon.it/Ghost-Tsushima-Standard-PlayStation-4/product-reviews/B085K5S6S5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3
"
"L'ultimo samurai?","Ho sempre avuto un debole per il Sol Levante; ho ancora negli occhi il bellissimo Okami e relativo magico sequel, e finalmente posso fare un po' di spazio a Ghost of Tsushima. E' un'avventura open world di rara bellezza, con scorci a dir poco poetici, musiche da Oscar e cavalcate entusiasmanti. Non è un Sekiro, tranquilli. Qua non è la difficoltà a farla da padrona, ma il comparto artistico, che da solo vale il prezzo del biglietto. La storia è interessante, il gameplay non ha nulla di stravolgente ma fa bene il suo dovere, pizzicando qualcosa da altri grandi giochi, senza farvi incappare mai nella noia (a parte le missioni secondarie, non eccessivamente varie). Tra storia, missioni secondarie, esplorazione e l'immancabile photo mode per i provetti paparazzi, siamo intorno alle 25 ore. Stupendo, Tom Cruise e Ken Watanabe approvano!","Recensito in Italia il 17 luglio 2020","Piattaforma: PlayStation 4 Edizione: Standard","","Yes","L'animazione secondo Edo","5","Ghost of Tsushima - Standard - PlayStation 4","https://www.amazon.it/Ghost-Tsushima-Standard-PlayStation-4/product-reviews/B085K5S6S5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3
"
"Gioco per ragazzini","Ghost of tsushima e semplicemente un gioco per ragazzini sui 14 anni, non trovo altro modo per descriverlo. Non avevo altissime aspettative, prima di acquistarlo ho letto alcune recensioni e visto alcuni video quindi sapevo già cosa aspettarmi, in realtà avevo deciso di non aquistarlo per poi cambiare idea al ultimo momento, purtroppo procedendo con l'aquisto ho fatto la scelta sbagliata, come immaginavo il gioco e pessimo, trama banale e noiosa, personaggio principale troppo ""spento"", sistema di combattimento a tratti frustrante, grafica su PS4 pro buona ma nulla di speciale, i volti degli npc principali sembrano provenire da un gioco del 2014 ma comunque il mondo di gioco rimane bello da vedere, infine il doppiaggio inglese anche questo lo trovato piuttosto sottotono, quello italiano non l'ho provato ma sicuramente sarà peggio forse il giapponese e migliore, ho giocato per sole 2 ore ma bastano e avanzano non ho nessuna voglia di continuare, credo che in molti si divertiranno con questo gioco, io sono abituato a giochi fatti bene come Red dead Redemption 2 o The Last of us part 2 quindi esigo una certa qualità, se volete un gioco serio giapponese prendete Sekiro Shadow die twice fidatevi e 10 volte meglio","Recensito in Italia il 18 luglio 2020","Piattaforma: PlayStation 4 Edizione: Standard","","Yes","Hokuto","2","Ghost of Tsushima - Standard - PlayStation 4","https://www.amazon.it/Ghost-Tsushima-Standard-PlayStation-4/product-reviews/B085K5S6S5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4
"
"Perfetto!","Gioco da paura! Amazon impeccabile, pre ordinato e arrivato il giorno stesso dell'uscita. Consigliatissimo","Recensito in Italia il 17 luglio 2020","Piattaforma: PlayStation 4 Edizione: Standard","","Yes","Ivan","5","Ghost of Tsushima - Standard - PlayStation 4","https://www.amazon.it/Ghost-Tsushima-Standard-PlayStation-4/product-reviews/B085K5S6S5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4
"
"Mai puntuali","Non acquisterò più giochi su amazon in pre-order...ormai è la quarta volta che mi assicurano che arriva il day one e invece puntualmente mi trovo sempre senza.. nn consiglio..","Recensito in Italia il 17 luglio 2020","Piattaforma: PlayStation 4 Edizione: Standard","","Yes","mirko","1","Ghost of Tsushima - Standard - PlayStation 4","https://www.amazon.it/Ghost-Tsushima-Standard-PlayStation-4/product-reviews/B085K5S6S5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4
"
"Bellissimo","Spedizione puntuale e gioco da paura!","Recensito in Italia il 17 luglio 2020","Piattaforma: PlayStation 4 Edizione: Standard","","Yes","Lorenzo","5","Ghost of Tsushima - Standard - PlayStation 4","https://www.amazon.it/Ghost-Tsushima-Standard-PlayStation-4/product-reviews/B085K5S6S5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4
"
"L'ultimo samurai?","Ho sempre avuto un debole per il Sol Levante; ho ancora negli occhi il bellissimo Okami e relativo magico sequel, e finalmente posso fare un po' di spazio a Ghost of Tsushima. E' un'avventura open world di rara bellezza, con scorci a dir poco poetici, musiche da Oscar e cavalcate entusiasmanti. Non è un Sekiro, tranquilli. Qua non è la difficoltà a farla da padrona, ma il comparto artistico, che da solo vale il prezzo del biglietto. La storia è interessante, il gameplay non ha nulla di stravolgente ma fa bene il suo dovere, pizzicando qualcosa da altri grandi giochi, senza farvi incappare mai nella noia (a parte le missioni secondarie, non eccessivamente varie). Tra storia, missioni secondarie, esplorazione e l'immancabile photo mode per i provetti paparazzi, siamo intorno alle 25 ore. Stupendo, Tom Cruise e Ken Watanabe approvano!","Recensito in Italia il 17 luglio 2020","Piattaforma: PlayStation 4 Edizione: Standard","","Yes","L'animazione secondo Edo","5","Ghost of Tsushima - Standard - PlayStation 4","https://www.amazon.it/Ghost-Tsushima-Standard-PlayStation-4/product-reviews/B085K5S6S5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4
"
"Gioco per ragazzini","Ghost of tsushima e semplicemente un gioco per ragazzini sui 14 anni, non trovo altro modo per descriverlo. Non avevo altissime aspettative, prima di acquistarlo ho letto alcune recensioni e visto alcuni video quindi sapevo già cosa aspettarmi, in realtà avevo deciso di non aquistarlo per poi cambiare idea al ultimo momento, purtroppo procedendo con l'aquisto ho fatto la scelta sbagliata, come immaginavo il gioco e pessimo, trama banale e noiosa, personaggio principale troppo ""spento"", sistema di combattimento a tratti frustrante, grafica su PS4 pro buona ma nulla di speciale, i volti degli npc principali sembrano provenire da un gioco del 2014 ma comunque il mondo di gioco rimane bello da vedere, infine il doppiaggio inglese anche questo lo trovato piuttosto sottotono, quello italiano non l'ho provato ma sicuramente sarà peggio forse il giapponese e migliore, ho giocato per sole 2 ore ma bastano e avanzano non ho nessuna voglia di continuare, credo che in molti si divertiranno con questo gioco, io sono abituato a giochi fatti bene come Red dead Redemption 2 o The Last of us part 2 quindi esigo una certa qualità, se volete un gioco serio giapponese prendete Sekiro Shadow die twice fidatevi e 10 volte meglio","Recensito in Italia il 18 luglio 2020","Piattaforma: PlayStation 4 Edizione: Standard","","Yes","Hokuto","2","Ghost of Tsushima - Standard - PlayStation 4","https://www.amazon.it/Ghost-Tsushima-Standard-PlayStation-4/product-reviews/B085K5S6S5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5
"
"Perfetto!","Gioco da paura! Amazon impeccabile, pre ordinato e arrivato il giorno stesso dell'uscita. Consigliatissimo","Recensito in Italia il 17 luglio 2020","Piattaforma: PlayStation 4 Edizione: Standard","","Yes","Ivan","5","Ghost of Tsushima - Standard - PlayStation 4","https://www.amazon.it/Ghost-Tsushima-Standard-PlayStation-4/product-reviews/B085K5S6S5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5
"
"Mai puntuali","Non acquisterò più giochi su amazon in pre-order...ormai è la quarta volta che mi assicurano che arriva il day one e invece puntualmente mi trovo sempre senza.. nn consiglio..","Recensito in Italia il 17 luglio 2020","Piattaforma: PlayStation 4 Edizione: Standard","","Yes","mirko","1","Ghost of Tsushima - Standard - PlayStation 4","https://www.amazon.it/Ghost-Tsushima-Standard-PlayStation-4/product-reviews/B085K5S6S5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5
"
"Bellissimo","Spedizione puntuale e gioco da paura!","Recensito in Italia il 17 luglio 2020","Piattaforma: PlayStation 4 Edizione: Standard","","Yes","Lorenzo","5","Ghost of Tsushima - Standard - PlayStation 4","https://www.amazon.it/Ghost-Tsushima-Standard-PlayStation-4/product-reviews/B085K5S6S5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5
"
"L'ultimo samurai?","Ho sempre avuto un debole per il Sol Levante; ho ancora negli occhi il bellissimo Okami e relativo magico sequel, e finalmente posso fare un po' di spazio a Ghost of Tsushima. E' un'avventura open world di rara bellezza, con scorci a dir poco poetici, musiche da Oscar e cavalcate entusiasmanti. Non è un Sekiro, tranquilli. Qua non è la difficoltà a farla da padrona, ma il comparto artistico, che da solo vale il prezzo del biglietto. La storia è interessante, il gameplay non ha nulla di stravolgente ma fa bene il suo dovere, pizzicando qualcosa da altri grandi giochi, senza farvi incappare mai nella noia (a parte le missioni secondarie, non eccessivamente varie). Tra storia, missioni secondarie, esplorazione e l'immancabile photo mode per i provetti paparazzi, siamo intorno alle 25 ore. Stupendo, Tom Cruise e Ken Watanabe approvano!","Recensito in Italia il 17 luglio 2020","Piattaforma: PlayStation 4 Edizione: Standard","","Yes","L'animazione secondo Edo","5","Ghost of Tsushima - Standard - PlayStation 4","https://www.amazon.it/Ghost-Tsushima-Standard-PlayStation-4/product-reviews/B085K5S6S5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5
"
"Una delusione di successo","Un libro importante, da conoscere, oserei quasi dire indispensabile, ma anche una delusione; da Chomsky, insigne intellettuale, mi aspettavo qualcosa di diverso. L'opera vuole mostrare come i mass media dei paesi democratici occidentali siano di fatto asserviti ai poteri economici e politici secondo un modello di propaganda. Dall'opera di un accademico mi aspettavo un'analisi dei meccanismi attraverso cui il sistema della propaganda si instaura. Nel libro vi  è molta documentazione, ma poca analisi; se si toglie la parte iniziale, in cui vengono elencati un po' sommariamente i ""filtri"" che condizionano i mass media e qualche considerazione nelle conclusioni, non vi è alcun tentativo di formulare dei principi o delle leggi generali che possano spiegare e descrivere questi meccanismi. Altro limite è il fatto che lo studio si basa quasi esclusivamente su  un'analisi dei mezzi di informazione americani (USA), sviscerati con un piglio che è più del giornalista investigativo che non del professore. Un libro comunque da leggere, se non altro per la sua capacità di rivoltare come un calzino tanta storia contemporanea, dandone una lettura completamente nuova e in genere sconvolgente. Un libro per stomaci forti, con centinaia di pagine tutte incentrate nella descrizione di infiniti omicidi, stragi, torture e terrore; cose spiacevoli che è meglio conoscere.","Recensito in Italia il 21 ottobre 2018","","","Yes","Mauro Dorato","4","La fabbrica del consenso. La politica e i mass media","https://www.amazon.it/fabbrica-consenso-politica-mass-media/product-reviews/8856504235/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Apre la mente","Una meraviglia. Il primo capitolo che espone il modello generale è ormai un classico, i casi discussione nei capitoli seguenti fanno gridare vendetta anche per l'ipocrisia delle istituzioni. Ottimo lavoro di Herman e Chomsky, da tenere vicino a Bauman e Pasolini.","Recensito in Italia il 22 marzo 2018","","","Yes","Altarf","5","La fabbrica del consenso. La politica e i mass media","https://www.amazon.it/fabbrica-consenso-politica-mass-media/product-reviews/8856504235/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"indispensabile","In un mondo di ""normalizzati"" leggere un libro come questo aiuta a sentirsi meno soli e più liberi. Grazie di esistere Noam!","Recensito in Italia il 25 settembre 2015","","","Yes","Angelo","5","La fabbrica del consenso. La politica e i mass media","https://www.amazon.it/fabbrica-consenso-politica-mass-media/product-reviews/8856504235/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Difficile ma potente","Libro sicuramente non di facile lettura, che permette però di scoprire di una realtà celata agli occhi della gente, analizzando i meccanismi e le leggi che governano il sistema televisivo e giornalistico.","Recensito in Italia il 26 novembre 2019","","","Yes","davide","4","La fabbrica del consenso. La politica e i mass media","https://www.amazon.it/fabbrica-consenso-politica-mass-media/product-reviews/8856504235/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Complesso","Più complesso e scientifico di quanto le recensioni altrui mi avessero fatto pensare. Ricco di schemi e grafici, sicuramente non scorrevole.","Recensito in Italia il 8 luglio 2017","","","Yes","FEDERICO","3","La fabbrica del consenso. La politica e i mass media","https://www.amazon.it/fabbrica-consenso-politica-mass-media/product-reviews/8856504235/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Grandioso Chomsky come sempre","La giusta chiave di lettura della attuale fase politica costruita interamente sull’imbroglio e la sopraffazione dei deboli e dei poco istruiti","Recensito in Italia il 28 luglio 2019","","","Yes","Leonardi Massimo","4","La fabbrica del consenso. La politica e i mass media","https://www.amazon.it/fabbrica-consenso-politica-mass-media/product-reviews/8856504235/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"media","Certo che le cose stanno così, l' idea viene spiegata e il tema svolto è articolato molto bene, suggerisco la lettura. nessun problema con la spedizione.","Recensito in Italia il 3 gennaio 2016","","","Yes","luciano schio","5","La fabbrica del consenso. La politica e i mass media","https://www.amazon.it/fabbrica-consenso-politica-mass-media/product-reviews/8856504235/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Un libro imperdibile.","E' un'analisi molto approfondita sugli artifici usati dai potenti per formare il consenso nelle masse. Un testo universitario, ampio, con molta documentazione.","Recensito in Italia il 28 dicembre 2018","","","Yes","Cliente Amazon","5","La fabbrica del consenso. La politica e i mass media","https://www.amazon.it/fabbrica-consenso-politica-mass-media/product-reviews/8856504235/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Ottimo libro","Grande autore, ottimo libro","Recensito in Italia il 31 dicembre 2018","","","Yes","Glumonio","5","La fabbrica del consenso. La politica e i mass media","https://www.amazon.it/fabbrica-consenso-politica-mass-media/product-reviews/8856504235/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"consigliatissimo!","un libro che consiglio a tutti in qusnto traccia uno spaccato della nostra società asservita ai media. e poi chomsky non sbaglia un libro!","Recensito in Italia il 2 settembre 2017","","","Yes","Cliente Amazon","5","La fabbrica del consenso. La politica e i mass media","https://www.amazon.it/fabbrica-consenso-politica-mass-media/product-reviews/8856504235/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
